Traffic Report ID,Published Date,Issue Reported,Location,Latitude,Longitude,Address,Status,Status Date
035D4223E2FE7A08D1E249A6A5090950D1FDC4E1_1648509362,03/28/2022 11:16:02 PM +0000,COLLISION,"(30.164182,-97.692911)",30.164182,-97.692911,S US 183 HWY NB & FM 812 RD,ARCHIVED,03/28/2022 11:45:03 PM +0000
259FE583DDD64DF1EFA6B2CBF7A1AFAE427CFA5D_1648506803,03/28/2022 10:33:23 PM +0000,Crash Service,"(30.187199,-97.76091)",30.187199,-97.76091,2112 E William Cannon Dr,ARCHIVED,03/28/2022 11:50:03 PM +0000
0864A91883AB86909614F36A588EE81376A25C45_1648515898,03/29/2022 01:04:58 AM +0000,COLLISION,"(30.316951,-97.623708)",30.316951,-97.623708,7600 Daffan Ln,ARCHIVED,03/29/2022 01:40:03 AM +0000
301F839B74B67350B1BDC01050369AEC1F36E0D2_1648516735,03/29/2022 01:18:55 AM +0000,Crash Urgent,"(30.204911,-97.77476)",30.204911,-97.77476,105 E STASSNEY LN,ARCHIVED,03/29/2022 01:55:02 AM +0000
21FF0C98F5FD5754371C16C4CC6AC33571E2735C_1648519272,03/29/2022 02:01:12 AM +0000,Crash Urgent,"(30.229471,-97.78623)",30.229471,-97.78623,1800-1922 W Ben White Blvd Svrd Wb,ARCHIVED,03/29/2022 02:25:03 AM +0000
ECBC54904EB7FE332C5764CBEFEEE200527FF160_1648521180,03/29/2022 02:33:00 AM +0000,Crash Service,"(30.355559,-97.715041)",30.355559,-97.715041,8237 Research Blvd Svrd Nb,ARCHIVED,03/29/2022 02:45:03 AM +0000
6A0129D59AA4967C0627C4C0803AE1A9A49F6DDD_1648514788,03/29/2022 12:46:28 AM +0000,Crash Service,"(30.319992,-97.739232)",30.319992,-97.739232,4912 Burnet Rd,ARCHIVED,03/29/2022 02:55:02 AM +0000
278BDAB57253765B3AB458A7D9295ABF2F42FFB6_1648518325,03/29/2022 01:45:25 AM +0000,Crash Urgent,"(30.35082,-97.709138)",30.35082,-97.709138,8201 N Lamar Blvd,ARCHIVED,03/29/2022 03:10:02 AM +0000
6F75179A226FFF9856A84F6B4AE3E2C6AAA86A74_1648521384,03/29/2022 02:36:24 AM +0000,Crash Urgent,"(30.3688,-97.717612)",30.3688,-97.717612,9001 Northgate Blvd,ARCHIVED,03/29/2022 03:55:02 AM +0000
22551A9973AF629F3BAD54011643C5DF123DD408_1648524188,03/29/2022 03:23:08 AM +0000,Crash Service,"(30.226312,-97.693764)",30.226312,-97.693764,1430 Frontier Valley Dr,ARCHIVED,03/29/2022 03:55:02 AM +0000
9E0A916215D99196F44821DFC348C2843EE5B5A7_1648524126,03/29/2022 03:22:06 AM +0000,Crash Urgent,"(30.180613,-97.64661)",30.180613,-97.64661,Pearce Ln & S Fm 973 Rd,ARCHIVED,03/29/2022 04:35:03 AM +0000
4AC7E515771155A9EFA63AC6840EA7199C222C96_1648525122,03/29/2022 03:38:42 AM +0000,COLLISION,"(30.180613,-97.64661)",30.180613,-97.64661,S Fm 973 Rd & Pearce Ln,ARCHIVED,03/29/2022 04:20:04 AM +0000
DD4478F128D0B98D0B5E8AA21A2B463332341465_1648528794,03/29/2022 04:39:54 AM +0000,COLLISN/ LVNG SCN,"(30.230431,-97.592932)",30.230431,-97.592932,3000-3013 Etheredge Dr,ARCHIVED,03/29/2022 05:05:03 AM +0000
C84AE5A29628044CBA70BED7589819F26AB3054B_1648527488,03/29/2022 04:18:08 AM +0000,COLLISION WITH INJURY,"(30.429279,-97.681464)",30.429279,-97.681464,1900-BLK W HOWARD LN,ARCHIVED,03/29/2022 06:05:03 AM +0000
88C79C1DC9D13B2B592B9057730DF504809A43C1_1648532557,03/29/2022 05:42:37 AM +0000,Crash Service,"(30.157124,-97.833304)",30.157124,-97.833304,Menchaca Rd & Ravenscroft Dr,ARCHIVED,03/29/2022 07:05:03 AM +0000
8840675B649F219C1D0A37801D4AFE0CE6FAFAE9_1648528873,03/29/2022 04:41:13 AM +0000,Crash Urgent,"(30.227739,-97.709514)",30.227739,-97.709514,5609-5713 E Riverside Dr,ARCHIVED,03/29/2022 09:00:03 AM +0000
817965431C04A46F3AF2F982CEFF704A9CD0890B_1648548838,03/29/2022 10:13:58 AM +0000,COLLISION,"(30.125444,-97.81174)",30.125444,-97.81174,12500-12630 OLD SAN ANTONIO RD,ARCHIVED,03/29/2022 10:40:03 AM +0000
D4209F4D46F6450565F5B3CDE5F1978861E6E0D4_1648550545,03/29/2022 10:42:25 AM +0000,Crash Service,"(30.191176,-97.779551)",30.191176,-97.779551,6812 S Congress Ave,ARCHIVED,03/29/2022 08:05:03 PM +0000
7CA75397B68A24DA4137B948DD5D41C538343172_1648552771,03/29/2022 11:19:31 AM +0000,COLLISION,"(30.349245,-97.545708)",30.349245,-97.545708,11826-12032 E US 290 HWY WB,ARCHIVED,03/29/2022 11:40:02 AM +0000
AAEAE9503F54F2A5E567D9F98C62923058C68889_1648553540,03/29/2022 11:32:20 AM +0000,Crash Urgent,"(30.396906,-97.67252)",30.396906,-97.67252,12200 N Ih 35 Sb,ARCHIVED,03/29/2022 11:40:02 AM +0000
6C505DF96F1FAAB539199949572820B2C90F6959_1648553959,03/29/2022 11:39:19 AM +0000,COLLISION,"(30.349245,-97.545708)",30.349245,-97.545708,11826-12032 E Us 290 Hwy Wb,ARCHIVED,03/29/2022 12:20:03 PM +0000
349C0309807F676DFB15970416DECBA5128E7FED_1648554434,03/29/2022 11:47:14 AM +0000,COLLISN/ LVNG SCN,"(30.193064,-97.623702)",30.193064,-97.623702,4010-4332 E SH 71 SVRD EB,ARCHIVED,03/29/2022 12:35:03 PM +0000
A02EA72E938587C06DFE620416DDC0BC5B086887_1648552714,03/29/2022 11:18:34 AM +0000,Crash Urgent,"(30.495693,-97.774367)",30.495693,-97.774367,W Parmer Ln & Terra Verde Dr,ARCHIVED,03/29/2022 11:55:03 AM +0000
52E1D656CD2AE6967E9063CF3290C80502171AE5_1648553881,03/29/2022 11:38:01 AM +0000,Crash Urgent,"(30.212722,-97.7529)",30.212722,-97.7529,4300-4501 S Ih 35 Svrd Nb,ARCHIVED,03/29/2022 12:25:03 PM +0000
3FD3280E5B62D32A0078C360EDCB3ACAA2DEA131_1648555056,03/29/2022 11:57:36 AM +0000,COLLISION,"(30.350566,-97.500595)",30.350566,-97.500595,14100-14520 E US 290 HWY WB,ARCHIVED,03/29/2022 01:05:03 PM +0000
AB251AE0B39AAF57C86CB80A86A3A313492CB46A_1648556955,03/29/2022 12:29:15 PM +0000,Crash Urgent,"(30.259167,-97.693581)",30.259167,-97.693581,852 Airport Blvd,ARCHIVED,03/29/2022 01:10:03 PM +0000
DF65AEB06DD5131DC5DCCD7618F500956BC9E5AD_1648558026,03/29/2022 12:47:06 PM +0000,Crash Service,"(30.305791,-97.717811)",30.305791,-97.717811,E 46th St & Depew Ave,ARCHIVED,03/29/2022 01:20:03 PM +0000
FFE0E1571648E86DE0119F35A0DDBDDB98C90EAC_1648556309,03/29/2022 12:18:29 PM +0000,Crash Urgent,"(30.433597,-97.669654)",30.433597,-97.669654,14300 N Ih 35 Nb,ARCHIVED,03/29/2022 01:30:02 PM +0000
EBF5283D22437BB974F4248BA0EC4E90F26D32CB_1648558895,03/29/2022 01:01:35 PM +0000,COLLISION,"(30.233133,-97.808757)",30.233133,-97.808757,0 West Gate To 290 Wb Ramp,ARCHIVED,03/29/2022 01:40:04 PM +0000
E07ACF4315BE47D08D88A52B735AA29FF7236F9F_1648559604,03/29/2022 01:13:24 PM +0000,Crash Service,"(30.233133,-97.808757)",30.233133,-97.808757,0 West Gate To 290 Wb Ramp,ARCHIVED,03/29/2022 01:45:03 PM +0000
1D4819FD179F9926C5063C1C33BC8A7D791FBC26_1648560203,03/29/2022 01:23:23 PM +0000,Crash Urgent,"(30.299921,-97.716618)",30.299921,-97.716618,4300 N Ih 35 Upper Deck Sb,ARCHIVED,03/29/2022 01:50:03 PM +0000
7A6779700F09E1EAFE9AD40E390F3A15B94DFA4B_1648556953,03/29/2022 12:29:13 PM +0000,COLLISION,"(30.258473,-97.694205)",30.258473,-97.694205,920-934 SHADY LN,ARCHIVED,03/29/2022 01:55:03 PM +0000
43EF78BF952F4756309200BB44EF9C7912C75037_1648559820,03/29/2022 01:17:00 PM +0000,COLLISION,"(30.228577,-97.735503)",30.228577,-97.735503,2501 - 2599 Burleson Rd,ARCHIVED,03/29/2022 02:05:03 PM +0000
C94C3FF3186FA0560180BA638775323FC4895576_1648557949,03/29/2022 12:45:49 PM +0000,Crash Urgent,"(30.218991,-97.756178)",30.218991,-97.756178,400-1024 E BEN WHITE BLVD WB,ARCHIVED,03/29/2022 02:10:03 PM +0000
E67EA1C73229B4FEC8AEB04BA02D8BA092E4569D_1648562889,03/29/2022 02:08:09 PM +0000,COLLISION,"(30.455919,-97.659926)",30.455919,-97.659926,Grand Avenue Pkwy & Central Commerce Dr,ARCHIVED,03/29/2022 02:35:03 PM +0000
B8498461241FA56517A1D18BF8BC626C97D3EA17_1648562520,03/29/2022 02:02:00 PM +0000,Crash Urgent,"(30.38648,-97.743768)",30.38648,-97.743768,9400 RESEARCH BLVD SB,ARCHIVED,03/29/2022 04:05:03 PM +0000
8F102B2BE79803391E93A93E7B21A98FEE3F781A_1648565674,03/29/2022 02:54:34 PM +0000,Crash Urgent,"(30.36635,-97.738639)",30.36635,-97.738639,Shoal Creek Blvd & Steck Ave,ARCHIVED,03/29/2022 04:50:03 PM +0000
BBC42BB2D3F982AE8245231CA7EC8135A902BEFC_1648567568,03/29/2022 03:26:08 PM +0000,Crash Service,"(30.249981,-97.78508)",30.249981,-97.78508,2600-2807 Oak Park Dr,ARCHIVED,03/29/2022 06:50:04 PM +0000
133595604EEA1D1266E39CCBB49B582682FD4DB3_1648566576,03/29/2022 03:09:36 PM +0000,Crash Service,"(30.39142,-97.70881)",30.39142,-97.70881,11209 METRIC BLVD,ARCHIVED,03/29/2022 03:35:03 PM +0000
BA2CD00665F024AF008CAF7BD89686F3E27A2563_1648565744,03/29/2022 02:55:44 PM +0000,COLLISION,"(30.311217,-97.570738)",30.311217,-97.570738,10100-Blk N SH 130 NB,ARCHIVED,03/29/2022 03:55:03 PM +0000
022DD3EB01DE055B6AA3A09AD422629FB128BC26_1648569242,03/29/2022 03:54:02 PM +0000,Crash Urgent,"(30.403591,-97.638453)",30.403591,-97.638453,1700 E Howard Ln,ARCHIVED,03/29/2022 05:00:03 PM +0000
A42763A9BA7A399B7F9738F5B9B41BEC5A94E87D_1648572340,03/29/2022 04:45:40 PM +0000,Crash Urgent,"(30.428362,-97.681224)",30.428362,-97.681224,W Howard Ln & Scofield Ridge Pkwy,ARCHIVED,03/29/2022 06:55:03 PM +0000
01B45189A34F284F41AB07AFBC3531D83C480D90_1648575493,03/29/2022 05:38:13 PM +0000,Crash Urgent,"(30.384018,-97.768238)",30.384018,-97.768238,8100-8331 N Capital Of Texas Hwy Nb,ARCHIVED,03/29/2022 08:05:03 PM +0000
F7582E683F6EE18F9F96A0AD2E2B538657F8F284_1648575797,03/29/2022 05:43:17 PM +0000,Crash Service,"(30.403779,-97.853978)",30.403779,-97.853978,N Fm 620 Rd & Fm 2222 Rd,ARCHIVED,03/29/2022 05:55:03 PM +0000
16A39286EB1BC47CBCC280AE068124E5A9661ABC_1648576935,03/29/2022 06:02:15 PM +0000,Crash Urgent,"(30.32188,-97.685363)",30.32188,-97.685363,0 Creekside To 290 Wb Ramp,ARCHIVED,03/29/2022 08:00:03 PM +0000
869655D8ABDC71EBDF8A999DE0B7E85B1FA69D28_1648577959,03/29/2022 06:19:19 PM +0000,Crash Service,"(30.240417,-97.73631)",30.240417,-97.73631,Summit St & Woodland Ave,ARCHIVED,03/29/2022 08:05:03 PM +0000
FF17B1B381C67D36E520787D6B2FAE6F68421417_1648576498,03/29/2022 05:54:58 PM +0000,Crash Urgent,"(30.265913,-97.783686)",30.265913,-97.783686,950-962 S Mopac Expy Svrd Sb,ARCHIVED,03/29/2022 06:35:03 PM +0000
EEEA8C6D5510BE2A8FC4D34A4E6C0D7BB69407F9_1648580359,03/29/2022 06:59:19 PM +0000,COLLISION,"(30.316329,-97.872442)",30.316329,-97.872442,Fm 2244 Rd & S Cuernavaca Dr,ARCHIVED,03/29/2022 07:10:03 PM +0000
2000C40CC9780D5DE5C32E69EF06059C1DB52791_1648574575,03/29/2022 05:22:55 PM +0000,Crash Service,"(30.235695,-97.821134)",30.235695,-97.821134,4970 W Us 290 Hwy Svrd Wb,ARCHIVED,03/29/2022 07:35:03 PM +0000
DD84F0EE24CFD17BA4AC744AFAD8DE1687C2A400_1648580441,03/29/2022 07:00:41 PM +0000,COLLISION,"(30.316329,-97.872442)",30.316329,-97.872442,Fm 2244 Rd & S Cuernavaca Dr,ARCHIVED,03/29/2022 07:45:03 PM +0000
DE62D8119CFAFFD3639CDD8A8DEEA6A2A0EA7633_1648584415,03/29/2022 08:06:55 PM +0000,COLLISION,"(30.273707,-97.744582)",30.273707,-97.744582,Guadalupe St & W 11th St,ARCHIVED,03/29/2022 08:15:02 PM +0000
731505E34829883E122EED58FCA8260CAF53AB98_1648580029,03/29/2022 06:53:49 PM +0000,Crash Urgent,"(30.263368,-97.789877)",30.263368,-97.789877,Barton Skwy & S Mopac Expy Svrd Sb,ARCHIVED,03/29/2022 08:30:02 PM +0000
6218F62A61B714312749174DAEACD7BA347271F0_1648585801,03/29/2022 08:30:01 PM +0000,Crash Urgent,"(30.310843,-97.732976)",30.310843,-97.732976,W 45th St & Guadalupe St,ARCHIVED,03/29/2022 09:30:03 PM +0000
45C800A971308142CF8A4D13C844F04A91099693_1648584640,03/29/2022 08:10:40 PM +0000,Crash Urgent,"(30.364507,-97.683692)",30.364507,-97.683692,10000-10207 N Ih 35 Svrd Nb,ARCHIVED,03/29/2022 09:35:02 PM +0000
4EC43D88785FFFDCBE0AA3DD739F11CDD2A8C302_1648583896,03/29/2022 07:58:16 PM +0000,Crash Urgent,"(30.30415,-97.753691)",30.30415,-97.753691,Jefferson St & W 32nd St,ARCHIVED,03/29/2022 09:50:04 PM +0000
5BAA8B3D74852E1D6709F6068FBDD07FE1B73C2B_1648583956,03/29/2022 07:59:16 PM +0000,Crash Urgent,"(30.364201,-97.683887)",30.364201,-97.683887,10001 N Ih 35 Svrd Nb,ARCHIVED,03/29/2022 09:55:03 PM +0000
E3A85E06D9D943ED3919FB7AA9204849AA62E1CB_1648586033,03/29/2022 08:33:53 PM +0000,Crash Urgent,"(30.221676,-97.675044)",30.221676,-97.675044,1551 E SH 71 WB,ARCHIVED,03/29/2022 09:20:04 PM +0000
CF2976036430385C6A769CCF621A546D5D06A698_1648585994,03/29/2022 08:33:14 PM +0000,COLLISN/ LVNG SCN,"(30.584055,-97.984929)",30.584055,-97.984929,13833 Long Hollow Loop,ARCHIVED,03/29/2022 09:30:03 PM +0000
B78037BFC8CCA3DCD3667BBC6B92B23D431FC454_1648588848,03/29/2022 09:20:48 PM +0000,COLLISION,"(30.154613,-97.59256)",30.154613,-97.59256,15103 Pearce Ln,ARCHIVED,03/29/2022 09:55:03 PM +0000
2000C40CC9780D5DE5C32E69EF06059C1DB52791_1648590472,03/29/2022 09:47:52 PM +0000,COLLISION,"(30.428857,-97.641572)",30.428857,-97.641572,611-729 E Wells Branch Pkwy,ARCHIVED,03/29/2022 10:15:03 PM +0000
7D4424E40C2C317E20A604552DE29589E03390B2_1648590297,03/29/2022 09:44:57 PM +0000,Crash Urgent,"(30.407827,-97.67823)",30.407827,-97.67823,W Parmer Ln & N Lamar Blvd,ARCHIVED,03/29/2022 11:50:03 PM +0000
77ED7758C0BC4E1AD360891EBDE682B930C0E894_1648590015,03/29/2022 09:40:15 PM +0000,Crash Service,"(30.208863,-97.772791)",30.208863,-97.772791,S Congress Ave & Ramble Ln,ARCHIVED,03/29/2022 11:55:02 PM +0000
FBB3A552565A0AD4F83608D8C45AD9D173C99DBB_1648588241,03/29/2022 09:10:41 PM +0000,COLLISION,"(30.350067,-97.509171)",30.350067,-97.509171,13625-13901 E Us 290 Hwy Eb,ARCHIVED,03/29/2022 09:50:04 PM +0000
63B15C94F3EA3F01CFAF04A6732A0333968EAF29_1648591420,03/29/2022 10:03:40 PM +0000,COLLISN/ LVNG SCN,"(30.264296,-97.816289)",30.264296,-97.816289,3641-3687 STONERIDGE RD,ARCHIVED,03/29/2022 10:30:02 PM +0000
BA3DBA14E41B39260E6A718C2C4693FA5D1147D9_1648592724,03/29/2022 10:25:24 PM +0000,COLLISN/ LVNG SCN,"(30.345291,-97.574552)",30.345291,-97.574552,10300-blk E Us 290 Hwy Svrd Eb,ARCHIVED,03/29/2022 10:40:04 PM +0000
A2E937136E57163ED6E6A73EB864E4F3F613EA67_1648593179,03/29/2022 10:32:59 PM +0000,COLLISION,"(30.169073,-97.646072)",30.169073,-97.646072,5434-6324 S Sh 130 Sb,ARCHIVED,03/29/2022 10:45:03 PM +0000
BA3DBA14E41B39260E6A718C2C4693FA5D1147D9_1648593687,03/29/2022 10:41:27 PM +0000,COLLISN/ LVNG SCN,"(30.345291,-97.574552)",30.345291,-97.574552,10300-blk E Us 290 Hwy Svrd Eb,ARCHIVED,03/29/2022 11:50:03 PM +0000
8422051640D7C9A740564EFF35FBDCE111C6C557_1648593694,03/29/2022 10:41:34 PM +0000,Crash Urgent,"(30.227752,-97.683055)",30.227752,-97.683055,1000-1200 Bastrop Hwy Sb,ARCHIVED,03/30/2022 12:40:03 AM +0000
187A54A78B2C4682D718DB28CAEC0C8BF43880D1_1648593062,03/29/2022 10:31:02 PM +0000,COLLISION,"(30.177092,-97.63623)",30.177092,-97.63623,5200-5224 S Sh 130 Sb,ARCHIVED,03/29/2022 10:55:02 PM +0000
3A282FB67EA34786A1B4E01588D82AA0AD67E47A_1648596104,03/29/2022 11:21:44 PM +0000,COLLISN/ LVNG SCN,"(30.1529,-97.769055)",30.1529,-97.769055,1700-blk E Slaughter Ln,ARCHIVED,03/29/2022 11:40:03 PM +0000
7C83F057E0C3BCAC5D8322031E3E959FD0E96716_1648596685,03/29/2022 11:31:25 PM +0000,COLLISION,"(30.291925,-97.825608)",30.291925,-97.825608,701 S Capital Of Texas Hwy Nb,ARCHIVED,03/29/2022 11:50:03 PM +0000
E0837D45B42D05C84938A39FDE34641FF3BC328D_1648596227,03/29/2022 11:23:47 PM +0000,Crash Urgent,"(30.410611,-97.685118)",30.410611,-97.685118,W Parmer Ln & Willow Wild Dr,ARCHIVED,03/30/2022 12:35:03 AM +0000
A6990ED96E2C5ACAC92ACDCC3F83BA4E2893AD76_1648596276,03/29/2022 11:24:36 PM +0000,Crash Urgent,"(30.231883,-97.718702)",30.231883,-97.718702,4711 E Riverside Dr,ARCHIVED,03/30/2022 12:40:03 AM +0000
827AC818D422F57B93682A8478AFA2D4F026513D_1648597438,03/29/2022 11:43:58 PM +0000,Crash Urgent,"(30.392342,-97.708282)",30.392342,-97.708282,Metric Blvd & W Braker Ln,ARCHIVED,03/30/2022 01:50:03 AM +0000
91D5E6728240DD7EDC866732C15A56A934CF0A97_1648596939,03/29/2022 11:35:39 PM +0000,Crash Service,"(30.208863,-97.772791)",30.208863,-97.772791,S Congress Ave & Ramble Ln,ARCHIVED,03/30/2022 02:25:03 AM +0000
316B44139A9742CFCA5F9C640C47F008F6B73C1B_1648599086,03/30/2022 12:11:26 AM +0000,Crash Urgent,"(30.232393,-97.720396)",30.232393,-97.720396,Wickersham Ln & E Riverside Dr,ARCHIVED,03/30/2022 12:30:03 AM +0000
A02A2FE9596BF1F59BD4CA2ECA3885C814393F10_1648590119,03/29/2022 09:41:59 PM +0000,Crash Urgent,"(30.471972,-97.797781)",30.471972,-97.797781,13951-13983 N US 183 HWY SVRD NB,ARCHIVED,03/30/2022 12:35:03 AM +0000
8A8EC485492BB9442E4988518BBF5B62ED8501A1_1648594005,03/29/2022 10:46:45 PM +0000,Crash Urgent,"(30.214715,-97.832268)",30.214715,-97.832268,3501-3811 W William Cannon Dr,ARCHIVED,03/30/2022 12:45:04 AM +0000
26CED0B5EA2B6F3C8B1E5090A6CDBDFAE5A6F853_1648601865,03/30/2022 12:57:45 AM +0000,Crash Service,"(30.414295,-97.706147)",30.414295,-97.706147,12221 N Mopac Expy Svrd Nb,ARCHIVED,03/30/2022 01:50:03 AM +0000
D4E1ACA5DD0E4965A2A66E1256E5B25A346A759B_1648604181,03/30/2022 01:36:21 AM +0000,Crash Urgent,"(30.281491,-97.741023)",30.281491,-97.741023,304-315 W Martin Luther King Jr Blvd,ARCHIVED,03/30/2022 01:55:03 AM +0000
7110EDA4D09E062AA5E4A390B0A572AC0D2C0220_1648601393,03/30/2022 12:49:53 AM +0000,Crash Service,"(30.348867,-97.676531)",30.348867,-97.676531,9201 Cameron Rd,ARCHIVED,03/30/2022 02:35:03 AM +0000
D38D6B33E339A65214B43F52FC74BF2319B39101_1648599488,03/30/2022 12:18:08 AM +0000,COLLISION,"(30.148152,-97.880602)",30.148152,-97.880602,3816 Bliss Spillar Rd,ARCHIVED,03/30/2022 12:55:02 AM +0000
8334918DA76533B5C14F235F374E327C95035AA3_1648599779,03/30/2022 12:22:59 AM +0000,Crash Service,"(30.455444,-97.825791)",30.455444,-97.825791,Anderson Mill Rd & N Fm 620 Rd,ARCHIVED,03/30/2022 01:30:03 AM +0000
698A530C17D16E6B641FBC682E22DB29F72782AF_1648608060,03/30/2022 02:41:00 AM +0000,Crash Service,"(30.419118,-97.672893)",30.419118,-97.672893,13300 N Ih 35 Svrd Sb,ARCHIVED,03/30/2022 03:25:03 AM +0000
0911D8E4573BE6F3EEDA3F13927DE830F6A16E6D_1648614246,03/30/2022 04:24:06 AM +0000,COLLISION/PRIVATE PROPERTY,"(30.035057,-97.687844)",30.035057,-97.687844,10700 N Us Hwy 183,ARCHIVED,03/30/2022 04:45:03 AM +0000
D05785002742A30502DDE3731B28883334E46040_1648615499,03/30/2022 04:44:59 AM +0000,Crash Urgent,"(30.239296,-97.720608)",30.239296,-97.720608,2520 Elmont Dr,ARCHIVED,03/30/2022 05:35:03 AM +0000
69E356FC5B897FF52301D1A4D870E2862A05C244_1648617632,03/30/2022 05:20:32 AM +0000,COLLISION,"(30.401074,-97.381258)",30.401074,-97.381258,16200-16227 County Line Rd,ARCHIVED,03/30/2022 06:10:02 AM +0000
D17A331E1AD64E5DEFABEEE67B238D519180AAD7_1648620203,03/30/2022 06:03:23 AM +0000,Crash Service,"(30.367022,-97.720224)",30.367022,-97.720224,1929 Payton Gin Rd,ARCHIVED,03/30/2022 08:05:03 AM +0000
15F8831BBE474729A0330374F33D57CACE91D08F_1648627531,03/30/2022 08:05:31 AM +0000,Crash Urgent,"(30.198526,-97.764208)",30.198526,-97.764208,5600-5699 S IH 35 SB,ARCHIVED,03/30/2022 08:15:03 AM +0000
C41882F67AA8B3FFB5D98F51F530E7A189C779CE_1648624364,03/30/2022 07:12:44 AM +0000,Crash Service,"(30.34351,-97.704306)",30.34351,-97.704306,214 E Anderson Ln Svrd Wb,ARCHIVED,03/30/2022 09:15:02 AM +0000
E6D0914A425B1244D03A0316B6AA209ABD26D0E0_1648635039,03/30/2022 10:10:39 AM +0000,COLLISION,"(30.49929,-97.805158)",30.49929,-97.805158,2307-2715 183A TOLL RD,ARCHIVED,03/30/2022 10:25:03 AM +0000
426EDE3DB6E99A183A67A71CCC8666B15F13A649_1648631352,03/30/2022 09:09:12 AM +0000,Crash Urgent,"(30.200086,-97.68398)",30.200086,-97.68398,3404 S US 183 HWY SB,ARCHIVED,03/30/2022 11:35:02 AM +0000
752500DA7E91A2ED173B243E9F7EE0C43EB25038_1648639669,03/30/2022 11:27:49 AM +0000,COLLISION,"(30.267523,-97.566933)",30.267523,-97.566933,7000-blk NEZ PERCE TRCE,ARCHIVED,03/30/2022 12:20:03 PM +0000
FC14A6E35563D1B5D37C115979FA98D747C0B530_1648639635,03/30/2022 11:27:15 AM +0000,Crash Urgent,"(30.373639,-97.727622)",30.373639,-97.727622,9000-9098 Research Blvd Sb,ARCHIVED,03/30/2022 12:25:03 PM +0000
90E54F2D1BCE9131AF868C7717CAAA236889F9EF_1648638213,03/30/2022 11:03:33 AM +0000,COLLISION,"(30.295761,-97.503325)",30.295761,-97.503325,19830 HOG EYE RD,ARCHIVED,03/30/2022 12:15:03 PM +0000
5275AA6E7680CE5BA67569B23119BDA775D6C41F_1648642975,03/30/2022 12:22:55 PM +0000,Crash Urgent,"(30.166812,-97.785354)",30.166812,-97.785354,0 Slaughter Ln Nb To Sb Trn,ARCHIVED,03/30/2022 12:45:03 PM +0000
C4B5C86BD577DA3D93FEA7C89CBA61C78B48E589_1648642997,03/30/2022 12:23:17 PM +0000,COLLISION,"(30.334177,-97.607658)",30.334177,-97.607658,9787-9800 E US 290 HWY SVRD EB,ARCHIVED,03/30/2022 12:45:03 PM +0000
BC7D28A99C80767AE5DD0EB7EF058F68D053FB60_1648641822,03/30/2022 12:03:42 PM +0000,COLLISION,"(30.248653,-97.586001)",30.248653,-97.586001,14011 Fm 969 Rd,ARCHIVED,03/30/2022 12:50:03 PM +0000
0020BF2046BD4C6F803CBF19940A1A4759C0EDE8_1648642562,03/30/2022 12:16:02 PM +0000,COLLISION,"(30.335819,-97.551973)",30.335819,-97.551973,BLAKE MANOR RD & HAMILTON POINT CIR,ARCHIVED,03/30/2022 01:05:03 PM +0000
29ED50413352C3CD35A0187E7E61A5A855551B75_1648644078,03/30/2022 12:41:18 PM +0000,Crash Urgent,"(30.389534,-97.746055)",30.389534,-97.746055,0 Research Sb To Cap Tx Sb Ramp,ARCHIVED,03/30/2022 01:05:03 PM +0000
609B2C07DF917504A10BAA3991DE2F52320037D4_1648645072,03/30/2022 12:57:52 PM +0000,Crash Urgent,"(30.305911,-97.712791)",30.305911,-97.712791,4700 N Ih 35 Sb,ARCHIVED,03/30/2022 01:10:02 PM +0000
C163BCD1CF90C984E9EDA4DBA311BCA369A7D1A1_1648645168,03/30/2022 12:59:28 PM +0000,COLLISION,"(30.455985,-97.666964)",30.455985,-97.666964,N Ih 35 Svrd Sb & Grand Avenue Pkwy,ARCHIVED,03/30/2022 01:15:03 PM +0000
981E494D9FC3241FD83D50096A7A0208FD35DD7F_1648645296,03/30/2022 01:01:36 PM +0000,COLLISION,"(30.440766,-97.981168)",30.440766,-97.981168,5100-blk Lohmans Ford Rd,ARCHIVED,03/30/2022 01:20:03 PM +0000
CF9725A2055B246C88258A875D98584BA37189AF_1648642736,03/30/2022 12:18:56 PM +0000,Crash Urgent,"(30.399256,-97.672991)",30.399256,-97.672991,W Yager Ln & Tech Ridge Blvd,ARCHIVED,03/30/2022 01:25:03 PM +0000
9CE742765903EA91161A91A068DD5133BEFB64FB_1648644188,03/30/2022 12:43:08 PM +0000,COLLISION,"(30.179644,-97.644552)",30.179644,-97.644552,11000-blk Pearce Ln,ARCHIVED,03/30/2022 01:25:03 PM +0000
84080E163F546F114E0D57174A944192E1E7C7A1_1648642761,03/30/2022 12:19:21 PM +0000,Crash Urgent,"(30.166958,-97.784842)",30.166958,-97.784842,101-115 E Slaughter Ln,ARCHIVED,03/30/2022 01:35:03 PM +0000
D27B72F7FB3FF203AEA4226C41DFC711D55117EF_1648644546,03/30/2022 12:49:06 PM +0000,COLLISION,"(30.296084,-97.82949)",30.296084,-97.82949,Castle Ridge Rd & Fm 2244 Rd,ARCHIVED,03/30/2022 01:35:03 PM +0000
A7D42994083C2352E0EEC3EC00AA9B3B3DB00CA6_1648647057,03/30/2022 01:30:57 PM +0000,Crash Urgent,"(30.243773,-97.735178)",30.243773,-97.735178,1400 S Ih 35 Nb,ARCHIVED,03/30/2022 01:40:04 PM +0000
